trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",25,0,-79.58185745873212,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",30,0,-150.387549128789,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",30,0,-87.65616948308538,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",30,0,-186.63215460840973,"{0: 12, 1: 5, 2: 11, 3: 1, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-49.14302385787821,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-125.96901020029314,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-85.52324624441361,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-123.33294363197052,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",30,0,-165.12081476961333,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-77.98149737838591,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",25,0,-126.9857448131299,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",25,0,-176.61286863060784,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-145.86007802994973,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,9,-11.94061938236354,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,10,-88.79253999841488,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-79.50046179506128,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",25,0,-157.65668793413505,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,13,-13.085612715060849,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,8,-95.17075048694085,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 2}",1
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",30,0,-142.57938302477206,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-72.38205034949021,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-119.92389004392021,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,0,-208.8606158931478,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,0,-169.0238635479565,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-165.80569694343103,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-136.80948177411724,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-99.85750375075322,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-137.9725474263225,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-14.971416407711882,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",30,6,-157.7417161723158,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 2}",1
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-142.85922492384836,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-104.35766311191017,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",30,20,-43.607739942621016,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",30,0,-111.99484244035843,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-90.21071006077028,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-189.5751593229359,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",20,0,-69.99651764052494,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-49.06699635204158,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,0,-69.87875886471214,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-193.10607107358842,"{0: 11, 1: 5, 2: 4, 3: 3, 4: 2}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,0,-204.76896013211066,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,8,-82.89033499172062,"{0: 4, 1: 0, 2: 7, 3: 1, 4: 0}",1
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",30,0,-133.75404645741108,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",25,0,-71.74166676380688,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",25,0,-160.79766954511555,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",30,0,-197.2136861715627,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-37.214582628291325,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-118.34259147296652,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,18,-76.65853862286833,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",30,0,-192.5696523501823,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",25,0,-137.5407043237417,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-198.94670121527872,"{0: 11, 1: 6, 2: 4, 3: 1, 4: 3}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",20,0,-1.2799877460297497,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-26.78556458711021,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-58.703045986371215,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,0,-74.00947044213018,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,12,-22.048723987228236,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,10,-49.41178353991538,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,9,4.70961018278674,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-96.50942973221244,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,0,-75.85157732935646,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",30,0,-183.53716703382636,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-108.63638967899945,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",25,0,-163.73654606372574,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",30,2,-140.78010460528137,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 2}",1
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",30,0,-135.075662359946,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",35,2,-65.58671278956231,"{0: 25, 1: 3, 2: 3, 3: 1, 4: 1}",1
68,False,"{'a': 0.002, 'e': 0.874590064603334}",25,0,-114.65294200384439,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,0,-176.7101000538376,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-126.25726030453065,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,10,-57.4663911024857,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
72,False,"{'a': 0.002, 'e': 0.867621256485914}",35,0,-103.80488346408335,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-65.73722679460444,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,0,-89.75101406260775,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",20,0,-80.37385443276217,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",30,9,-95.06353972721449,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 1}",1
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",30,0,-13.630442132476873,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",25,0,-122.56452678623414,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-10.188183494936867,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-44.7596943384029,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-23.7314840396304,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-38.20990426831087,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,0,-130.1905479599615,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-113.54015661148415,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-101.97414353410036,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",30,0,-116.81709062326156,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",25,0,-80.6165318764246,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",30,0,-185.13304780176784,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-70.4045680546048,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",25,0,-72.56929024475514,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-78.5127854611864,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",25,0,-150.69019357479678,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",35,0,-62.25089921340962,"{0: 28, 1: 3, 2: 2, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",25,6,-69.10394311813168,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,0,-121.69492223594777,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-56.93088270578148,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,1,-27.71758602682452,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-86.3587038136699,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,17,10.747876177893223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,12,-9.302199940391036,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",25,0,-86.75739240907345,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",30,0,-105.37692540551559,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,0,-69.44072002388836,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",20,9,-18.371549915154848,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.002, 'e': 0.812207036711939}",25,0,-169.30825978242777,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,10,-37.02730379842106,"{0: 5, 1: 3, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",30,12,-46.887305858065545,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",30,0,-176.0667826943747,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,0,-113.6358517714164,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,8,3.950977572294203,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,0,-60.28238689431647,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-88.54405616240498,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",30,0,-139.4535628917236,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",25,13,-34.74046448075028,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",30,0,-128.7622518375945,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-61.42626806474382,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",1
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-69.67062898219783,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,0,-105.23038880757747,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",25,0,-93.99643443790798,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,2,-122.93169208893706,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 1}",1
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,1,-56.614218757759,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,13,13.61598845961134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",30,0,-67.07708941254903,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,0,-60.90979032650556,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-96.31560699650808,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,0,-26.377243130103462,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",25,0,-86.24454921099397,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,0,-146.1348149105333,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,0,-81.193286696003,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",30,12,-11.759150724510617,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-74.57425563285996,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",25,6,19.655205531887034,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",25,0,-56.06039935981997,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",20,0,-135.56402259949832,"{0: 7, 1: 5, 2: 6, 3: 1, 4: 1}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",30,8,-73.84359368912786,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",30,0,-44.0996420323883,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,0,-1.2852777348615012,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",30,16,-67.9848899211224,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",20,7,-58.370826281217454,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,0,-129.22828278818326,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",30,0,-29.400750252492116,"{0: 22, 1: 5, 2: 2, 3: 1, 4: 0}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-160.14378422789792,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",25,0,-21.15971435588176,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",30,0,-82.83121957783065,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",30,14,-25.52251392715797,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-58.3363646589588,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,0,-56.035868547402686,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-101.84022319818254,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",30,0,-114.81269568743636,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-67.82046468772714,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,0,-49.060876339790966,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,0,-18.39097054775076,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,2,-86.91826777622292,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-95.01716534599032,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-174.00695812043082,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",25,0,-92.57831340159049,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,6,-36.76892258263444,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-32.91379080367435,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",30,4,-151.19198125862792,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 3}",1
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",30,0,-64.50742699856666,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",30,0,-125.71503323295289,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-104.89749952082798,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-134.52482793219465,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-98.01461412172553,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,0,-39.20098454026807,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,0,-111.70313170790263,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,5,-90.36631904259013,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,11,-59.528058664627665,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,0,-80.1523853856643,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",30,0,-96.24386460059353,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-15.842091095440793,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,4,3.458294664985618,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-50.52438702808632,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",20,7,-24.05645798654263,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,0,-126.95314284682132,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,0,-81.90956596807158,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-120.94604103507518,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",30,20,-5.570570045441622,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,17,-28.203657916852677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,2,-46.45022975754687,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",20,0,-54.680654745946825,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-45.6864477286756,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,9,-15.72320222735154,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-37.53846020949498,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
