trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",20,0,10.695450674312905,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",20,6,1.182291923107218,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",20,16,7.605284647516527,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",25,9,-6.71999937944932,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,6,22.978997634610288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",30,18,22.90446130174857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,4,15.91571709403376,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",25,0,33.073906378508816,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",25,4,26.032463240292714,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",25,16,-6.103170984856487,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",20,9,16.78260942359693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",25,3,-0.5363356354549365,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",20,14,-2.008316907484243,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",25,13,23.04053939426689,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",30,0,46.03492239280223,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",20,13,12.580693680996001,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",25,6,24.831069012275613,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,9,19.859343343678745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",30,16,31.558596098915984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,16,7.823088645823017,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",25,17,16.061213004047783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",25,15,18.94903895683211,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",20,13,-22.47991623629705,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,12,16.278205608491977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",20,13,15.459985557717403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",25,11,26.543707273290515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",25,7,29.351857956187164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,12,13.695997013708428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",25,11,26.19650989416925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,2,29.09240317226809,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",20,8,-19.6889499972751,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",20,14,8.984854462664625,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",20,16,6.3896988486201876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",20,6,24.567281243617717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",25,7,35.42176074398513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,10,21.36818160758383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",20,11,16.74826875863933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",20,14,-32.89184076500173,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",25,13,22.577254187735363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",30,10,36.94746769053191,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",30,10,22.823950818123166,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",35,18,30.128331442836007,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",20,6,-0.5557148144694777,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",20,13,4.628519960555912,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",35,15,27.378445608234376,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",35,8,12.47448700789319,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",20,10,20.121893901622755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,5,24.613551978157325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",20,8,8.875084964592071,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",30,18,21.47725241024595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",30,3,-3.222738839088552,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",25,11,21.784984396009456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",30,3,21.903271300297952,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,11,14.585693131257326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,10,20.251101883650065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",25,11,27.79990448581738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,9,18.708438380384823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",25,19,4.04509892475852,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",20,10,21.152984564433652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",30,21,10.517658145560812,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",30,16,25.492600519625157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",25,15,18.921945926344286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",20,9,22.062852776414577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",20,5,26.860013824403623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035805}",25,16,17.268856308563844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,14,10.637010947464908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",20,10,18.441032993883137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,0,17.533731144695448,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",20,10,18.00181020808472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",30,15,-6.824365556241175,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",25,17,17.230438849140796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",20,6,13.0614429029692,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",30,18,21.266357560457863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,14,12.325573747206409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,8,24.09349834321645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,8,-0.9201832356273543,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",20,13,13.707428268714645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",30,13,34.68690288303566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",20,10,6.217247148684994,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",30,19,26.03579089860155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",25,16,16.704785688472782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",25,13,26.72216577915522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",25,17,14.105649536492079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",30,16,24.256048695632447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",20,14,10.862119323574033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",30,15,24.444900504921243,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",25,0,39.41213117647624,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",20,16,6.8412493253615025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",25,14,20.54643278568754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",20,5,29.73655210559344,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",20,10,19.159765803571613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",25,9,17.633799188034065,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",25,7,26.482505038863536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",30,16,25.599793763142035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",25,1,36.87409721011696,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",20,13,14.096252578579765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",20,16,7.5665369790389505,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",25,3,36.06698021278487,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",25,13,24.50471447478747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",30,16,26.93985208900976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",25,18,9.442780388312496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",35,17,35.26693245044362,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",25,14,20.881143383683305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,7,-18.429282852918035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",20,1,30.10140759425406,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",30,20,7.2421811101252125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",20,0,28.269780186111458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",20,10,18.25680532811476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",30,9,25.51687664385115,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",20,3,28.571841212436677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",25,4,35.0196398665943,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",30,16,29.77027625171661,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",25,13,18.92073191746993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",30,20,6.854311570090788,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",20,10,16.166899652982572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",35,21,26.04999765423674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",20,8,25.500257528530884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",25,4,37.60205879968577,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",25,0,41.50613927456237,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",25,10,28.080269972122363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.002, 'e': 0.06142121391500013}",25,13,22.204145413337542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.002, 'e': 0.061298494247743925}",20,0,31.660642240776344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1398,False,"{'a': 0.002, 'e': 0.06117601977454647}",25,11,25.940517537751074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.002, 'e': 0.06105379000550965}",20,0,30.24200653237285,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1400,False,"{'a': 0.002, 'e': 0.06093180445171429}",30,21,13.944413061627667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.002, 'e': 0.06081006262521795}",25,12,23.89403419024977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.002, 'e': 0.06068856403905322}",30,8,-3.7583416219995036,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1403,False,"{'a': 0.002, 'e': 0.060567308207225536}",20,13,12.911870949022116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.002, 'e': 0.06044629464471146}",25,3,34.9700038933023,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.002, 'e': 0.06032552286745654}",20,7,21.980395717333618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.002, 'e': 0.06020499239237354}",20,4,22.104494695499437,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.002, 'e': 0.06008470273734036}",20,12,15.736004630314254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.002, 'e': 0.05996465342119827}",25,0,37.69967038777255,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1409,False,"{'a': 0.002, 'e': 0.059844843963749825}",35,21,26.607432570455696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.002, 'e': 0.05972527388575699}",20,2,28.401765003630462,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.002, 'e': 0.05960594270893937}",25,8,29.980994497678786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.002, 'e': 0.05948684995597202}",20,14,11.600825830347192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.002, 'e': 0.05936799515048385}",25,13,20.00792989798038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.002, 'e': 0.0592493778170554}",25,0,9.720656647888777,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1415,False,"{'a': 0.002, 'e': 0.05913099748121725}",25,3,19.567567578997988,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1416,False,"{'a': 0.002, 'e': 0.05901285366944784}",25,10,19.353145482996457,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.002, 'e': 0.05889494590917182}",20,12,15.907420109301016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.002, 'e': 0.058777273728757934}",20,3,13.664911557585883,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.002, 'e': 0.05865983665751736}",20,5,30.347366528989212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.002, 'e': 0.0585426342257016}",20,1,7.935041114222345,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1421,False,"{'a': 0.002, 'e': 0.05842566596450083}",25,16,-5.512596464100412,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1422,False,"{'a': 0.002, 'e': 0.05830893140604179}",20,2,31.05434292027264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.002, 'e': 0.05819243008338615}",25,20,11.37128973562687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.002, 'e': 0.0580761615305284}",25,15,21.909611585798988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.002, 'e': 0.057960125282394234}",20,8,22.10037058357638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.002, 'e': 0.057844320874838456}",25,4,10.97969418188838,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1427,False,"{'a': 0.002, 'e': 0.05772874784464333}",20,8,26.125967110306235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.002, 'e': 0.05761340572951652}",20,8,10.958024609517592,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.002, 'e': 0.057498294068089484}",20,3,21.769479186068423,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.002, 'e': 0.05738341239991535}",25,14,22.15232733492385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.002, 'e': 0.05726876026546736}",20,14,9.831600985824263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.002, 'e': 0.05715433720613676}",20,3,16.903984044965977,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.002, 'e': 0.057040142764231215}",25,0,37.833053665299744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1434,False,"{'a': 0.002, 'e': 0.056926176482972754}",20,8,20.19509838694012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.002, 'e': 0.056812437906496156}",30,22,14.068041313778354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.002, 'e': 0.0566989265798469}",30,8,29.176644146409398,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1437,False,"{'a': 0.002, 'e': 0.056585642048979604}",20,10,17.5658746864782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.002, 'e': 0.05647258386075591}",20,16,8.024426036016603,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.002, 'e': 0.05635975156294299}",25,3,-4.740729236812415,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1440,False,"{'a': 0.002, 'e': 0.05624714470421144}",20,2,5.983040924684364,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1441,False,"{'a': 0.002, 'e': 0.056134762834133725}",20,10,17.278202730983363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.002, 'e': 0.05602260550318217}",20,4,-25.81526656831909,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1443,False,"{'a': 0.002, 'e': 0.055910672262727355}",30,18,20.978580243593786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.002, 'e': 0.05579896266503611}",20,6,26.940715065338736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.002, 'e': 0.05568747626326995}",35,17,29.415100704798736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.002, 'e': 0.05557621261148306}",20,12,14.583277898599029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.002, 'e': 0.05546517126462075}",20,3,28.389711478156944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.002, 'e': 0.05535435177851743}",25,13,-19.868843718108263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1449,False,"{'a': 0.002, 'e': 0.055243753709895045}",35,12,45.761092753010935,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.002, 'e': 0.05513337661636114}",20,14,14.752683051669127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.002, 'e': 0.05502322005640723}",20,16,6.435454277126844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.002, 'e': 0.05491328358940689}",20,6,22.873883841230683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.002, 'e': 0.054803566775614154}",25,10,5.385749519368167,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1454,False,"{'a': 0.002, 'e': 0.05469406917616156}",30,11,36.11333829975387,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.002, 'e': 0.054584790353058625}",20,6,24.24873765855032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.002, 'e': 0.05447572986918986}",25,11,14.096889749113938,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1457,False,"{'a': 0.002, 'e': 0.05436688728831322}",20,14,12.826209708738936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.002, 'e': 0.05425826217505821}",25,7,32.929132511082145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
